date,platform,category,rank,product_name,brand,price,rating,review_count,product_url,image_url,breadcrumb,scraped_at
20251201,amazon,Sleeping Masks,2,Acne Pimple Master Patch,COSRX,14.11,4.59,7083,https://amazon.com/dp/DEMO3348,https://via.placeholder.com/300x300?text=COSRX,Beauty > Skin Care > Face > Moisturizers,2025-12-01T22:40:59.285794
20251201,amazon,Face Moisturizers,43,Bio-Collagen Real Deep Mask,Biodance,23.47,4.4,607,https://amazon.com/dp/DEMO4962,https://via.placeholder.com/300x300?text=Biodance,Beauty > Skin Care > Face > Moisturizers,2025-12-01T22:40:59.285794
20251201,amazon,Cleansing Balms,23,Hydro Cera-nol Real Deep Mask,Biodance,23.45,4.5,1014,https://amazon.com/dp/DEMO1004,https://via.placeholder.com/300x300?text=Biodance,Beauty > Skin Care > Face > Moisturizers,2025-12-01T22:40:59.285794
20251201,amazon,Face Moisturizers,9,Moisturizing Cream,CeraVe,17.43,4.65,1904,https://amazon.com/dp/DEMO0640,https://via.placeholder.com/300x300?text=CeraVe,Beauty > Skin Care > Face > Moisturizers,2025-12-01T22:40:59.285794
20251201,amazon,Face Moisturizers,5,Hydrating Facial Cleanser,CeraVe,16.19,4.47,3854,https://amazon.com/dp/DEMO0728,https://via.placeholder.com/300x300?text=CeraVe,Beauty > Skin Care > Face > Moisturizers,2025-12-01T22:40:59.285794
20251201,amazon,Face Moisturizers,7,AM Facial Moisturizing Lotion SPF 30,CeraVe,16.45,4.61,2761,https://amazon.com/dp/DEMO4448,https://via.placeholder.com/300x300?text=CeraVe,Beauty > Skin Care > Face > Moisturizers,2025-12-01T22:40:59.285794
20251201,amazon,Cleansing Balms,3,Skin Renewing Night Cream,CeraVe,14.05,4.63,4667,https://amazon.com/dp/DEMO1368,https://via.placeholder.com/300x300?text=CeraVe,Beauty > Skin Care > Face > Moisturizers,2025-12-01T22:40:59.285794
20251201,amazon,Lip Masks & Treatments,12,Toleriane Double Repair Face Moisturizer,La Roche-Posay,21.49,4.46,1551,https://amazon.com/dp/DEMO3364,https://via.placeholder.com/300x300?text=La Roche-Posay,Beauty > Skin Care > Face > Moisturizers,2025-12-01T22:40:59.285794
20251201,amazon,Lip Masks & Treatments,9,Effaclar Duo Acne Treatment,La Roche-Posay,21.68,4.52,2190,https://amazon.com/dp/DEMO0498,https://via.placeholder.com/300x300?text=La Roche-Posay,Beauty > Skin Care > Face > Moisturizers,2025-12-01T22:40:59.285794
20251201,amazon,Lip Masks & Treatments,9,Cicaplast Balm B5,La Roche-Posay,18.22,4.49,2277,https://amazon.com/dp/DEMO1393,https://via.placeholder.com/300x300?text=La Roche-Posay,Beauty > Skin Care > Face > Moisturizers,2025-12-01T22:40:59.285794
20251201,amazon,Lip Masks & Treatments,12,Hydro Boost Water Gel,Neutrogena,15.73,4.25,1607,https://amazon.com/dp/DEMO4564,https://via.placeholder.com/300x300?text=Neutrogena,Beauty > Skin Care > Face > Moisturizers,2025-12-01T22:40:59.285794
20251201,amazon,Face Moisturizers,10,Oil-Free Acne Moisturizer,Neutrogena,14.24,4.44,2067,https://amazon.com/dp/DEMO8120,https://via.placeholder.com/300x300?text=Neutrogena,Beauty > Skin Care > Face > Moisturizers,2025-12-01T22:40:59.285794
20251201,amazon,Facial Treatments & Masks,8,Rapid Wrinkle Repair Night Moisturizer,Neutrogena,13.86,4.24,2274,https://amazon.com/dp/DEMO2505,https://via.placeholder.com/300x300?text=Neutrogena,Beauty > Skin Care > Face > Moisturizers,2025-12-01T22:40:59.285794
20251201,amazon,Cleansing Balms,20,Green Tea Seed Serum,innisfree,14.78,4.31,1008,https://amazon.com/dp/DEMO0442,https://via.placeholder.com/300x300?text=innisfree,Beauty > Skin Care > Face > Moisturizers,2025-12-01T22:40:59.285794
20251201,amazon,Cleansing Balms,36,Jeju Volcanic Pore Clay Mask,innisfree,15.46,4.29,801,https://amazon.com/dp/DEMO8973,https://via.placeholder.com/300x300?text=innisfree,Beauty > Skin Care > Face > Moisturizers,2025-12-01T22:40:59.285794
20251201,amazon,Face Moisturizers,13,Cherry Blossom Tone Up Cream,innisfree,15.42,4.27,1372,https://amazon.com/dp/DEMO7331,https://via.placeholder.com/300x300?text=innisfree,Beauty > Skin Care > Face > Moisturizers,2025-12-01T22:40:59.285794
20251201,amazon,Facial Treatments & Masks,15,Daily Facial Moisturizer SPF 15,Cetaphil,13.81,4.34,1646,https://amazon.com/dp/DEMO9047,https://via.placeholder.com/300x300?text=Cetaphil,Beauty > Skin Care > Face > Moisturizers,2025-12-01T22:40:59.285794
20251201,amazon,Lip Masks & Treatments,16,Gentle Skin Cleanser,Cetaphil,16.86,4.49,1681,https://amazon.com/dp/DEMO9649,https://via.placeholder.com/300x300?text=Cetaphil,Beauty > Skin Care > Face > Moisturizers,2025-12-01T22:40:59.285794
20251201,amazon,Cleansing Balms,7,Rich Hydrating Night Cream,Cetaphil,15.49,4.44,2240,https://amazon.com/dp/DEMO9572,https://via.placeholder.com/300x300?text=Cetaphil,Beauty > Skin Care > Face > Moisturizers,2025-12-01T22:40:59.285794
20251202,amazon,Facial Treatments & Masks,11,Water Sleeping Mask,LANEIGE,25.7,4.57,2205,https://amazon.com/dp/DEMO6771,https://via.placeholder.com/300x300?text=LANEIGE,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Facial Treatments & Masks,11,Cream Skin Refiner,LANEIGE,24.23,4.54,2094,https://amazon.com/dp/DEMO8760,https://via.placeholder.com/300x300?text=LANEIGE,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Lip Masks & Treatments,28,Lip Sleeping Mask,LANEIGE,26.47,4.34,1036,https://amazon.com/dp/DEMO0182,https://via.placeholder.com/300x300?text=LANEIGE,Beauty > Skin Care > Lip Care > Treatments,2025-12-02T22:40:59.285794
20251202,amazon,Sleeping Masks,8,Water Bank Blue Hyaluronic Cream,LANEIGE,23.12,4.31,2420,https://amazon.com/dp/DEMO7660,https://via.placeholder.com/300x300?text=LANEIGE,Beauty > Skin Care > Face > Night Creams,2025-12-02T22:40:59.285794
20251202,amazon,Facial Treatments & Masks,16,Bouncy & Firm Sleeping Mask,LANEIGE,24.28,4.45,1431,https://amazon.com/dp/DEMO8334,https://via.placeholder.com/300x300?text=LANEIGE,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Cleansing Balms,17,Heartleaf 77% Soothing Toner,Anua,17.02,4.52,1307,https://amazon.com/dp/DEMO3718,https://via.placeholder.com/300x300?text=Anua,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Facial Treatments & Masks,11,Heartleaf Pore Control Cleansing Oil,Anua,16.25,4.47,1639,https://amazon.com/dp/DEMO2538,https://via.placeholder.com/300x300?text=Anua,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Cleansing Balms,13,Heartleaf 80% Soothing Ampoule,Anua,18.32,4.5,1750,https://amazon.com/dp/DEMO4019,https://via.placeholder.com/300x300?text=Anua,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Sleeping Masks,9,Advanced Snail 96 Mucin Power Essence,COSRX,16.92,4.67,2115,https://amazon.com/dp/DEMO0405,https://via.placeholder.com/300x300?text=COSRX,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Facial Treatments & Masks,3,Low pH Good Morning Gel Cleanser,COSRX,14.38,4.73,3929,https://amazon.com/dp/DEMO2798,https://via.placeholder.com/300x300?text=COSRX,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Facial Treatments & Masks,7,Acne Pimple Master Patch,COSRX,14.71,4.68,2839,https://amazon.com/dp/DEMO3348,https://via.placeholder.com/300x300?text=COSRX,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Sleeping Masks,17,Bio-Collagen Real Deep Mask,Biodance,22.04,4.44,1581,https://amazon.com/dp/DEMO4962,https://via.placeholder.com/300x300?text=Biodance,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Face Moisturizers,13,Hydro Cera-nol Real Deep Mask,Biodance,20.34,4.6,1726,https://amazon.com/dp/DEMO1004,https://via.placeholder.com/300x300?text=Biodance,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Cleansing Balms,4,Moisturizing Cream,CeraVe,16.66,4.56,3758,https://amazon.com/dp/DEMO0640,https://via.placeholder.com/300x300?text=CeraVe,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Face Moisturizers,5,Hydrating Facial Cleanser,CeraVe,16.69,4.58,3043,https://amazon.com/dp/DEMO0728,https://via.placeholder.com/300x300?text=CeraVe,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Cleansing Balms,5,AM Facial Moisturizing Lotion SPF 30,CeraVe,17.72,4.52,3325,https://amazon.com/dp/DEMO4448,https://via.placeholder.com/300x300?text=CeraVe,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Lip Masks & Treatments,4,Skin Renewing Night Cream,CeraVe,14.39,4.75,4196,https://amazon.com/dp/DEMO1368,https://via.placeholder.com/300x300?text=CeraVe,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Sleeping Masks,12,Toleriane Double Repair Face Moisturizer,La Roche-Posay,18.89,4.57,1594,https://amazon.com/dp/DEMO3364,https://via.placeholder.com/300x300?text=La Roche-Posay,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Lip Masks & Treatments,12,Effaclar Duo Acne Treatment,La Roche-Posay,21.18,4.52,1959,https://amazon.com/dp/DEMO0498,https://via.placeholder.com/300x300?text=La Roche-Posay,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Cleansing Balms,5,Cicaplast Balm B5,La Roche-Posay,21.26,4.43,2833,https://amazon.com/dp/DEMO1393,https://via.placeholder.com/300x300?text=La Roche-Posay,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Facial Treatments & Masks,11,Hydro Boost Water Gel,Neutrogena,12.43,4.37,1577,https://amazon.com/dp/DEMO4564,https://via.placeholder.com/300x300?text=Neutrogena,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Lip Masks & Treatments,11,Oil-Free Acne Moisturizer,Neutrogena,14.19,4.41,1561,https://amazon.com/dp/DEMO8120,https://via.placeholder.com/300x300?text=Neutrogena,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Lip Masks & Treatments,13,Rapid Wrinkle Repair Night Moisturizer,Neutrogena,14.18,4.15,1553,https://amazon.com/dp/DEMO2505,https://via.placeholder.com/300x300?text=Neutrogena,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Lip Masks & Treatments,29,Green Tea Seed Serum,innisfree,16.91,4.29,796,https://amazon.com/dp/DEMO0442,https://via.placeholder.com/300x300?text=innisfree,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Facial Treatments & Masks,34,Jeju Volcanic Pore Clay Mask,innisfree,17.49,4.49,735,https://amazon.com/dp/DEMO8973,https://via.placeholder.com/300x300?text=innisfree,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Face Moisturizers,27,Cherry Blossom Tone Up Cream,innisfree,16.73,4.16,947,https://amazon.com/dp/DEMO7331,https://via.placeholder.com/300x300?text=innisfree,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Face Moisturizers,9,Daily Facial Moisturizer SPF 15,Cetaphil,15.61,4.38,1829,https://amazon.com/dp/DEMO9047,https://via.placeholder.com/300x300?text=Cetaphil,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Face Moisturizers,12,Gentle Skin Cleanser,Cetaphil,15.12,4.49,1525,https://amazon.com/dp/DEMO9649,https://via.placeholder.com/300x300?text=Cetaphil,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251202,amazon,Face Moisturizers,18,Rich Hydrating Night Cream,Cetaphil,16.33,4.43,1248,https://amazon.com/dp/DEMO9572,https://via.placeholder.com/300x300?text=Cetaphil,Beauty > Skin Care > Face > Moisturizers,2025-12-02T22:40:59.285794
20251203,amazon,Face Moisturizers,4,Water Sleeping Mask,LANEIGE,24.09,4.59,3244,https://amazon.com/dp/DEMO6771,https://via.placeholder.com/300x300?text=LANEIGE,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Cleansing Balms,24,Cream Skin Refiner,LANEIGE,23.35,4.59,983,https://amazon.com/dp/DEMO8760,https://via.placeholder.com/300x300?text=LANEIGE,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Facial Treatments & Masks,26,Lip Sleeping Mask,LANEIGE,24.26,4.57,1126,https://amazon.com/dp/DEMO0182,https://via.placeholder.com/300x300?text=LANEIGE,Beauty > Skin Care > Lip Care > Overnight Treatments,2025-12-03T22:40:59.285794
20251203,amazon,Face Moisturizers,7,Water Bank Blue Hyaluronic Cream,LANEIGE,26.26,4.47,2245,https://amazon.com/dp/DEMO7660,https://via.placeholder.com/300x300?text=LANEIGE,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Cleansing Balms,14,Bouncy & Firm Sleeping Mask,LANEIGE,25.51,4.53,1265,https://amazon.com/dp/DEMO8334,https://via.placeholder.com/300x300?text=LANEIGE,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Sleeping Masks,9,Heartleaf 77% Soothing Toner,Anua,16.2,4.61,2063,https://amazon.com/dp/DEMO3718,https://via.placeholder.com/300x300?text=Anua,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Facial Treatments & Masks,1,Heartleaf Pore Control Cleansing Oil,Anua,19.36,4.58,11591,https://amazon.com/dp/DEMO2538,https://via.placeholder.com/300x300?text=Anua,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Facial Treatments & Masks,23,Heartleaf 80% Soothing Ampoule,Anua,17.12,4.66,897,https://amazon.com/dp/DEMO4019,https://via.placeholder.com/300x300?text=Anua,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Sleeping Masks,5,Advanced Snail 96 Mucin Power Essence,COSRX,14.69,4.69,2884,https://amazon.com/dp/DEMO0405,https://via.placeholder.com/300x300?text=COSRX,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Sleeping Masks,2,Low pH Good Morning Gel Cleanser,COSRX,13.59,4.73,5271,https://amazon.com/dp/DEMO2798,https://via.placeholder.com/300x300?text=COSRX,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Lip Masks & Treatments,13,Acne Pimple Master Patch,COSRX,16.01,4.88,1492,https://amazon.com/dp/DEMO3348,https://via.placeholder.com/300x300?text=COSRX,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Facial Treatments & Masks,44,Bio-Collagen Real Deep Mask,Biodance,23.15,4.33,719,https://amazon.com/dp/DEMO4962,https://via.placeholder.com/300x300?text=Biodance,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Lip Masks & Treatments,23,Hydro Cera-nol Real Deep Mask,Biodance,21.27,4.5,1035,https://amazon.com/dp/DEMO1004,https://via.placeholder.com/300x300?text=Biodance,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Lip Masks & Treatments,8,Moisturizing Cream,CeraVe,14.69,4.59,2762,https://amazon.com/dp/DEMO0640,https://via.placeholder.com/300x300?text=CeraVe,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Cleansing Balms,6,Hydrating Facial Cleanser,CeraVe,14.08,4.44,2745,https://amazon.com/dp/DEMO0728,https://via.placeholder.com/300x300?text=CeraVe,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Sleeping Masks,7,AM Facial Moisturizing Lotion SPF 30,CeraVe,14.38,4.59,2691,https://amazon.com/dp/DEMO4448,https://via.placeholder.com/300x300?text=CeraVe,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Lip Masks & Treatments,7,Skin Renewing Night Cream,CeraVe,17.04,4.57,2741,https://amazon.com/dp/DEMO1368,https://via.placeholder.com/300x300?text=CeraVe,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Face Moisturizers,15,Toleriane Double Repair Face Moisturizer,La Roche-Posay,22.0,4.58,1661,https://amazon.com/dp/DEMO3364,https://via.placeholder.com/300x300?text=La Roche-Posay,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Cleansing Balms,12,Effaclar Duo Acne Treatment,La Roche-Posay,19.26,4.47,1750,https://amazon.com/dp/DEMO0498,https://via.placeholder.com/300x300?text=La Roche-Posay,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Face Moisturizers,16,Cicaplast Balm B5,La Roche-Posay,21.63,4.8,1283,https://amazon.com/dp/DEMO1393,https://via.placeholder.com/300x300?text=La Roche-Posay,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Facial Treatments & Masks,13,Hydro Boost Water Gel,Neutrogena,14.48,4.22,1460,https://amazon.com/dp/DEMO4564,https://via.placeholder.com/300x300?text=Neutrogena,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Facial Treatments & Masks,10,Oil-Free Acne Moisturizer,Neutrogena,14.07,4.26,2114,https://amazon.com/dp/DEMO8120,https://via.placeholder.com/300x300?text=Neutrogena,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Sleeping Masks,4,Rapid Wrinkle Repair Night Moisturizer,Neutrogena,13.48,4.24,4151,https://amazon.com/dp/DEMO2505,https://via.placeholder.com/300x300?text=Neutrogena,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Cleansing Balms,24,Green Tea Seed Serum,innisfree,16.33,4.12,1216,https://amazon.com/dp/DEMO0442,https://via.placeholder.com/300x300?text=innisfree,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Cleansing Balms,32,Jeju Volcanic Pore Clay Mask,innisfree,14.78,4.48,1034,https://amazon.com/dp/DEMO8973,https://via.placeholder.com/300x300?text=innisfree,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Facial Treatments & Masks,54,Cherry Blossom Tone Up Cream,innisfree,14.1,4.57,613,https://amazon.com/dp/DEMO7331,https://via.placeholder.com/300x300?text=innisfree,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Face Moisturizers,18,Daily Facial Moisturizer SPF 15,Cetaphil,15.94,4.69,1329,https://amazon.com/dp/DEMO9047,https://via.placeholder.com/300x300?text=Cetaphil,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Facial Treatments & Masks,8,Gentle Skin Cleanser,Cetaphil,15.8,4.48,2349,https://amazon.com/dp/DEMO9649,https://via.placeholder.com/300x300?text=Cetaphil,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251203,amazon,Lip Masks & Treatments,19,Rich Hydrating Night Cream,Cetaphil,15.39,4.46,1398,https://amazon.com/dp/DEMO9572,https://via.placeholder.com/300x300?text=Cetaphil,Beauty > Skin Care > Face > Moisturizers,2025-12-03T22:40:59.285794
20251204,amazon,Sleeping Masks,5,Water Sleeping Mask,LANEIGE,25.54,4.5,3261,https://amazon.com/dp/DEMO6771,https://via.placeholder.com/300x300?text=LANEIGE,Beauty > Skin Care > Face > Moisturizers,2025-12-04T22:40:59.285794
20251204,amazon,Sleeping Masks,15,Cream Skin Refiner,LANEIGE,26.78,4.64,1265,https://amazon.com/dp/DEMO8760,https://via.placeholder.com/300x300?text=LANEIGE,Beauty > Skin Care > Face > Moisturizers,2025-12-04T22:40:59.285794
20251204,amazon,Sleeping Masks,14,Lip Sleeping Mask,LANEIGE,23.49,4.54,1392,https://amazon.com/dp/DEMO0182,https://via.placeholder.com/300x300?text=LANEIGE,Beauty > Skin Care > Lip Care > Overnight Treatments,2025-12-04T22:40:59.285794
20251204,amazon,Cleansing Balms,33,Water Bank Blue Hyaluronic Cream,LANEIGE,23.82,4.53,790,https://amazon.com/dp/DEMO7660,https://via.placeholder.com/300x300?text=LANEIGE,Beauty > Skin Care > Barrier Repair > Sensitive Skin,2025-12-04T22:40:59.285794
20251204,amazon,Sleeping Masks,11,Bouncy & Firm Sleeping Mask,LANEIGE,23.11,4.7,1530,https://amazon.com/dp/DEMO8334,https://via.placeholder.com/300x300?text=LANEIGE,Beauty > Skin Care > Face > Moisturizers,2025-12-04T22:40:59.285794
20251204,amazon,Sleeping Masks,15,Heartleaf 77% Soothing Toner,Anua,17.98,4.49,1718,https://amazon.com/dp/DEMO3718,https://via.placeholder.com/300x300?text=Anua,Beauty > Skin Care > Face > Moisturizers,2025-12-04T22:40:59.285794
20251204,amazon,Sleeping Masks,6,Heartleaf Pore Control Cleansing Oil,Anua,17.44,4.74,3240,https://amazon.com/dp/DEMO2538,https://via.placeholder.com/300x300?text=Anua,Beauty > Skin Care > Face > Moisturizers,2025-12-04T22:40:59.285794
20251204,amazon,Facial Treatments & Masks,8,Heartleaf 80% Soothing Ampoule,Anua,16.97,4.68,2162,https://amazon.com/dp/DEMO4019,https://via.placeholder.com/300x300?text=Anua,Beauty > Skin Care > Face > Moisturizers,2025-12-04T22:40:59.285794
20251204,amazon,Cleansing Balms,6,Advanced Snail 96 Mucin Power Essence,COSRX,16.83,4.9,2880,https://amazon.com/dp/DEMO0405,https://via.placeholder.com/300x300?text=COSRX,Beauty > Skin Care > Face > Moisturizers,2025-12-04T22:40:59.285794
20251204,amazon,Facial Treatments & Masks,5,Low pH Good Morning Gel Cleanser,COSRX,16.99,4.7,3259,https://amazon.com/dp/DEMO2798,https://via.placeholder.com/300x300?text=COSRX,Beauty > Skin Care > Face > Moisturizers,2025-12-04T22:40:59.285794
20251204,amazon,Facial Treatments & Masks,2,Acne Pimple Master Patch,COSRX,13.98,4.67,7286,https://amazon.com/dp/DEMO3348,https://via.placeholder.com/300x300?text=COSRX,Beauty > Skin Care > Face > Moisturizers,2025-12-04T22:40:59.285794
20251204,amazon,Lip Masks & Treatments,31,Bio-Collagen Real Deep Mask,Biodance,20.76,4.64,809,https://amazon.com/dp/DEMO4962,https://via.placeholder.com/300x300?text=Biodance,Beauty > Skin Care > Face > Moisturizers,2025-12-04T22:40:59.285794
20251204,amazon,Facial Treatments & Masks,9,Hydro Cera-nol Real Deep Mask,Biodance,20.06,4.49,2124,https://amazon.com/dp/DEMO1004,https://via.placeholder.com/300x300?text=Biodance,Beauty > Skin Care > Face > Moisturizers,2025-12-04T22:40:59.285794
20251204,amazon,Cleansing Balms,2,Moisturizing Cream,CeraVe,17.49,4.7,5879,https://amazon.com/dp/DEMO0640,https://via.placeholder.com/300x300?text=CeraVe,Beauty > Skin Care > Face > Moisturizers,2025-12-04T22:40:59.285794
20251204,amazon,Sleeping Masks,9,Hydrating Facial Cleanser,CeraVe,14.77,4.5,2345,https://amazon.com/dp/DEMO0728,https://via.placeholder.com/300x300?text=CeraVe,Beauty > Skin Care > Face > Moisturizers,2025-12-04T22:40:59.285794
20251204,amazon,Lip Masks & Treatments,2,AM Facial Moisturizing Lotion SPF 30,CeraVe,14.38,4.59,6694,https://amazon.com/dp/DEMO4448,https://via.placeholder.com/300x300?text=CeraVe,Beauty > Skin Care > Face > Moisturizers,2025-12-04T22:40:59.285794
20251204,amazon,Face Moisturizers,6,Skin Renewing Night Cream,CeraVe,16.84,4.55,3344,https://amazon.com/dp/DEMO1368,https://via.placeholder.com/300x300?text=CeraVe,Beauty > Skin Care > Face > Moisturizers,2025-12-04T22:40:59.285794
20251204,amazon,Facial Treatments & Masks,20,Toleriane Double Repair Face Moisturizer,La Roche-Posay,20.97,4.56,1098,https://amazon.com/dp/DEMO3364,https://via.placeholder.com/300x300?text=La Roche-Posay,Beauty > Skin Care > Face > Moisturizers,2025-12-04T22:40:59.285794
